caseID|caseOpenDate|property_propertyID|codeOfficer_officerID|CaseStatus_ceEventStatusID|comments
47|2015-04-09 00:00:00|13785|1|6|Based upon a complaint, observed a refigerator in the driveway of the property. Spoke with Lynn Stoudt, the occupant, at 10:30am who stated they were trying to get rid of it but the people they had contacted didn't want to take it. She said the doors were screwed shut but I explained the doors had to come off if it was going to be outside. I instructed her to have the doors removed as soon as possible and to have the entire unit removed from the driveway within 15 days. Doors were off as of 4/23/15 however the unit was still in the driveway as rubbish.
48|2015-04-09 00:00:00|14306|1|6|Based upon a complaint. I observed a window A/C unit at the curb that was not pick up. Attempted contact with the occupant a schoolaged girl came to the window and said her parents were sleeping because they work late.
49|2015-04-09 00:00:00|16262|1|6|Based on a neighbor complaint, I observed rubbish / debris in the driveway and along the side of the house that included a refrigerator, stove and some furniture. The tenant is Sam Folino 412-862-5206 stated the rubbish is that of the owners Crystal Nelson. He said he was to see her this date and he would get her permission to get rid of the items. I told him the refrigerator doors needed to be removed asap and he had 15 days to clean everything else up.
50|2015-04-09 00:00:00|14281|1|6|Based upon a complaint. Vacant lot was observed to be overgrown with weeds.
51|2015-04-10 00:00:00|14895|1|6|Rubbish was out by the curb new owners have an account but Republic did not stop. Anna Maria was calling Republic to have them come back out.
53|2015-04-09 00:00:00|16294|1|6|Observed significant rubbish scattered and blown around the back of the building of HH Greg.
54|2015-04-13 00:00:00|16906|1|6|Phone complaint of junk on the front porch. Observed construction debris on the fron porch and driveway area of the property. Stopped at 1030 no answer at the door.
55|2015-04-13 00:00:00|12553|1|6|Upon initial observation from ordinance officer Hill whil doing an occupancy inspection at 892 stevendale, he took a complaint from the realtor in regards to 2 refrigerators in the driveway of the neighboring property. Stopped at 1010 nobody answered the door. I observed from the neigboring property 2 refrigerator type appliances in the driveway. Although they appear to be refrigerators they may very well be smokers?
3260|2017-04-18 00:00:00|17110|0|6|None
3261|2017-04-18 00:00:00|12505|6|6|None
3262|2017-04-18 00:00:00|14816|6|6|None
3263|2017-04-18 00:00:00|15728|6|6|None
3264|2017-04-18 00:00:00|15292|6|6|None
3265|2017-04-18 00:00:00|15251|6|6|None
3267|2017-04-18 00:00:00|15237|6|6|None
3266|2017-04-18 00:00:00|17157|2|6|None
3268|2017-04-19 00:00:00|17110|0|6|None
3269|2017-04-19 00:00:00|20319|4|6|None
3270|2017-04-19 00:00:00|20932|6|6|None
3271|2017-04-19 00:00:00|20921|6|6|None
3272|2017-04-20 00:00:00|20998|6|6|None
3273|2017-04-20 00:00:00|19643|4|6|Parts of the yard are overgrown with vines, and noxious weeds, premises id isn't a differening color from the background
3274|2017-04-20 00:00:00|19643|4|6|Parts of the exterior of the house are missing protective treatement specifically around door frames, windows, and the front porch. Also the front retaining wall is leaning.
3275|2017-04-20 00:00:00|20624|4|6|Garbage and rubbish, including toilets on the backporch and appliances in the driveway. And weeds that aren't within borough limits
3276|2017-04-20 00:00:00|19643|4|6|sidewalk is in disrepair
3277|2017-04-20 00:00:00|20149|4|6|the paint on both the front porch and parts of the garage was chipping and peeling. Also the sidewalks under where the bus parks are deteriorating
3278|2017-04-20 00:00:00|20145|4|6|the garage protective treatment is peeling and chipping
3279|2017-04-20 00:00:00|19930|4|6|Protective Treatment of Garage is chipping/Peeling
3280|2017-04-20 00:00:00|20131|4|6|the protective treatment of the accessory structure is chipping peeling
3281|2017-04-20 00:00:00|20252|4|6|Parts of the fence uprights were broken
3282|2017-04-20 00:00:00|20449|4|6|shingles have blown off of the roof.
3283|2017-04-21 00:00:00|18467|4|6|rubbsih and garbage were observed on the front porch as well as along the garage in the back.
3284|2017-04-21 00:00:00|19309|4|6|Side walk is deteriorated. Taxes haven't been paid on property for more than 4 years and no structure is present.
3286|2017-04-21 00:00:00|13107|0|6|None
3287|2017-04-21 00:00:00|12163|0|6|None
3288|2017-04-21 00:00:00|13097|0|6|None
3289|2017-04-21 00:00:00|14818|0|6|None
3290|2017-04-21 00:00:00|18745|4|6|Illegal Occupancy, sidewalk in disrepair, parts of the porch are deteriorating, chimney is coming apart, roof drainage is leaking in multiple places and missing a gutter on one side, fascia is deteriorating, and there is an accumulation of rubbsih on the back porch.
3285|2017-04-21 00:00:00|17184|2|6|None
1627|2016-08-02 00:00:00|18479|2|6|None
1|2015-03-27 00:00:00|15436|0|6|Tree branches / rubbish located on the property. Contacted Wells Fargo property division 1-877-617-5274, Jason Burch 414-214-9096 assigned to the property 3-27-15
2|2015-03-26 00:00:00|13358|1|6|None
3|2015-03-26 00:00:00|13857|0|6|None
4|2015-03-26 00:00:00|14038|1|6|None
5|2015-03-25 00:00:00|16662|1|6|None
6|2015-03-27 00:00:00|12612|1|6|Storage PODS located in the driveway citizen complained they been there for months. Observed PODS on the property 3/17, photographed 3/27. Bulk container ordinance 726 took effect 3/9. POD was not there as of 4/24/15
7|2015-03-27 00:00:00|14683|1|6|Citizen complaints regarding earth work that is taking place at the end of Elmhill Rd. Contacted Al Merritt 412-342-01340 from Hosanna House who stated they are putting in walking trails and a multi-use field for soccer and baseball on 3/26. Boro will check in with their solicitor (same as Wilkinsburg)
8|2015-03-24 00:00:00|13985|1|6|Complaint about a couch and cushion at the curb on Tuesday for a Friday pick up. Spoke w/ occupant Daleanne said she was unaware of the regulation and would bring it back to the garage until the scheduled pick up day.
9|2015-03-27 00:00:00|13985|1|6|Neighbor complaint about dog waste in his driveway from this residence, said it has been ongoing. Didn't notice anything from the street 3/27 will keep checking as weather gets better and or more complaints are filed.
10|2015-03-27 00:00:00|15376|1|6|None
11|2015-03-27 00:00:00|12513|1|6|None
12|2015-03-30 00:00:00|16001|1|6|None
13|2015-03-30 00:00:00|14852|0|6|None
14|2015-03-30 00:00:00|14573|1|6|Garbage containers left out by the curb violation of Twp Ordinance 814 Article I Section 135-5 G Standards and Regulations for Collection of Garbage & Rubbish.
15|2015-03-31 00:00:00|12157|1|6|Spoke w/ Jennifer Cherevka at 10:20am advised of the rubbish at the curb she was going to contact the tenant to have removed, she stated they just moved out. Boro stated they were unaware this was a rental property, I called Jennifer back at 14:00 and advised if they plan to continue to rent the property an occupancy inspection will need to be done prior to move in. She stated it was a 1 time thing for a few months to family friends and they had no plans to rent out again but said she would let her husband know. Boro Ordinance #715 All garbage and trash containers shall be properly stored until the designated pick up days when the containers must be brought to the curb.
16|2015-03-31 00:00:00|15068|1|6|Spoke w/ Anita Younger at 13:20 who stated she was the operator of the vehicle, grey Pontiac G6 plate #HTB-7738 parked in the driveway of 1904 Garrick that displayed inspection stickers of 5/14. She said she works at this residence as a nurse / home aide and said she will be getting the vehicle inspected this week.
17|2015-03-27 00:00:00|14895|0|6|Observed numerous bags of rubbish at the curb for disposal however the refuse hauler did not pick up the material. Spoke w/ Jeff Weiner of Weiner real estate 412-373-8900 who stated he would have the responsible party call me that day. Jeff Casselhoff 412-721-2233 called later that day and said he would make arrangements for the items to be removed either that day (Friday) or hewould throw them in the driveway dumpster he was getting for Saturday 3/28.
18|2015-03-31 00:00:00|14683|1|6|Ongoing observation of the earth work being done on the Hosanna House property coming from Wilkinsburg. Workers continue to widen or create trails that terminate on Elmhill
19|2015-03-31 00:00:00|13354|1|6|Observed an accumulation of debris in the driveway left over from the aftermath / boarding up after the fire at this residence.
20|2015-03-31 00:00:00|12963|1|6|Observed a dumpster in the driveway that has been there for a few weeks, did not appear to have current work being done. House is listed for sale.
21|2015-03-24 00:00:00|16396|1|6|Observed on various occasions plastic bags located on the front porch where it looked as if the occupant was cleaning out the home. On this date suite cases / luggage was observed and it appeared that the occupant was moving.
22|2015-04-01 00:00:00|14609|1|6|Observed in the driveway of the residence a grey Toyota 4 Runner with expired inspection sticker and no license plate displayed. Spoke w/ Frank Pietron at approximately 13:30 about the vehicle in question he stated he would have it removed to the scrap yard within 30 days
23|2015-04-01 00:00:00|15365|1|6|Neighbor complaint of accumulation of rubbish.
24|2015-04-02 00:00:00|15022|1|6|Motor vehicle in the driveway HVB-3753, flat rear tires. Spoke with Suzanne Lisanti stated it was going to the scrapyard within a week. Air was in the tires and appeared operable as of now 4/23/15
25|2015-04-02 00:00:00|14321|1|6|Inoperable yellow motor vehicle located in the driveway with flat front tire and inspection sticker of 12/13. Noboday came to the door 11:30
26|2015-04-02 00:00:00|14583|1|6|Received a neighbor complaint that a mattress and garbage was placed at the curb from this tenant when moving out before the scheduled pick up day. Contacted the owner William Edgar 412-828-4600 who stated he was going to place the items back by the house this date and put them back out the night before pick up.
27|2015-04-02 00:00:00|16441|1|6|Received complaint regarding the tenants garbage that gets scattered along the retaining wall and ground that doesn't get picked up
28|2015-04-02 00:00:00|13152|1|6|TV has been out by the curb for approximately a week
29|2015-04-02 00:00:00|13383|1|6|Neighbor complaint regarding possible errosion from a retaining wall onto their property. Advised owner that I would check back to see if any movement has occurred. She stated they will remove a dirt pile from th top of their driveway to see if that is where the problem is coming from.
56|2015-04-13 00:00:00|16604|1|6|Observed rubbish, rubber boots, laundry detergent, car wax and other various items in the driveway and front yard area of the property.
57|2015-04-13 00:00:00|15892|1|6|Observed a blue tarp covering a portion of the roof of this property that has been there for a weeks. Spoke w/ Mrs. Brentley and she stated that her and her husband are getting prices to fix the roof and plan to have the work finished by the end of spring. Said they original contractor backed out over the winter and they had to find a new one. Left my card.
58|2015-04-13 00:00:00|14729|1|6|On 2 separate occasions rubbish has been observed in the driveway area of the property, on this date in addition to the rubbish in the driveway bags were placed at the curb two days prior to scheduled pick up.
59|2015-04-13 00:00:00|16015|1|6|Observed leaves and debris accumulated in the driveway area of the property, home is listed for sale by Coldwell Banker 724-327-0123. Cleaned up and grass cut as of 4/27/15
60|2015-04-13 00:00:00|16807|1|6|Return to sender with the forwarding address of 10718 Frankstown Rd Pittsburgh, PA 15235
61|2015-04-13 00:00:00|16662|0|6|None
62|2015-04-13 00:00:00|16292|0|6|None
63|2015-04-13 00:00:00|16294|0|6|None
64|2015-04-13 00:00:00|16518|1|6|Neighbor complaint of accumulation of rubbish. I viewed the area at approximately 0930 this date and did not notice a significant accumulation. Will check back. Looks like an addition is being added. Building permit?
65|2015-04-13 00:00:00|15495|1|6|Vehicle with front end damage along with a bagster in the driveway has been there a few weeks. Will keep an eye on it.
66|2015-04-08 00:00:00|14675|1|6|Complaint about a neighbor dumping block from a retaining wall over a hillside on Lucinda down onto Brown ave, claimed they installed a new wall and dumped the old one but wanted to stay anonymus. Not able to prove where debris would've came from.
67|2015-04-14 00:00:00|14777|1|6|Observed several bags of rubbish at the curb prior to scheduled pick up day. Spoke with Mr Pizzuto @ 11:30 regarding the bags he said he would have them moved from the curb until the night prior to scheduled pick up.
68|2015-04-14 00:00:00|12193|1|6|Neighbor complaint from 11 Lancewood regarding the fence in the back yard that adjoins both properties. Observed a section of fence that has been dislodged and is leaning over. The back yard hillside area has become overgrown with vegation
69|2015-04-14 00:00:00|12470|1|6|Occupancy Inspection
70|2015-04-15 00:00:00|15376|1|6|Spoke with Mrs. Wright who stated that she is trying to get the vehicles repaired and asked for an additional 30 days to come in to compliance.
71|2015-04-15 00:00:00|13002|1|6|Neighbor complaint of rubbish piled up along a fence which adjoining property at 2510 is looking to replace and doesn't want to replace it until the rubbish is gone.
72|2015-04-15 00:00:00|15296|1|6|Observed on 2 separate ocassions rubbish accumulated in the driveway of the property and throughout the front yard. Also, peeling and flaking paint on the siding of the house.
73|2015-04-15 00:00:00|12822|1|6|Observed a chair at the curb prior to the scheduled pick up day. Stopped at the house no answer at the door 11:45
74|2015-04-15 00:00:00|15986|1|6|Observed the wooden privacy fence in the side yard of the property has deteriorated and is falling over and has become dislodged from its post.
75|2015-04-15 00:00:00|15365|1|6|Stopped and spoke w/ Mr Perkoski in regards to the rubbish on the property and the notice that I had sent on 4/1/15. He said that he did not think he received the notice in the mail but would have the area cleaned up by this weekend. I advised I would send a new notice and hand deliver one as well at 11:30am
76|2015-04-15 00:00:00|15211|1|6|Neighbor complaint regarding trees on this property. The trees in question (sycamore) appeared to be alive and well. Advised complaintant it is an issue to be worked out between both property owners
77|2015-04-16 00:00:00|12545|1|6|On 3 separate ocassions a vehicle has been parked on the side yard area of the property.
78|2015-04-16 00:00:00|16296|1|6|Observed an inoperable vehicle located outside of the fenced in area of the property, when investigating further observed numerous inoperable vehicles on the property in various forms of disrepair, rubbish and debris was also scattered about the property. Sppoke w/ Mark Eles who arrived at the property while doing the investigation, he said the vehicles belonged to his brother Rick and to send all notices to Carl.
79|2015-04-16 00:00:00|13975|1|6|Observed numerous items of rubbish and inoperable vehicles on the property.
80|2015-04-21 00:00:00|14710|1|6|Observed landscape edging that was out for trash on 4/17 but not picked up and was still at the curb this date. Stopped at the house, no answer at the door 13:00.
81|2015-04-22 00:00:00|13977|1|6|Follow up to filling of the in ground swimming pool
82|2015-04-22 00:00:00|14656|1|6|Follow up with on going issues for trees that have fallen over onto the house high weeds and debris scattered about the property. Front grass cut as of 5/14/15 but back remains overgrown with weeds and the tree is still on the house.
83|2015-04-22 00:00:00|15132|1|6|Observed an apple tree that has blown over onto the split rail fence and a portion of the roadway. The home is listed for sale through Coldwell Banker and Wells Fargo. I spoke with an agent Tim Fabian from Coldwell 412-480-2929 cell 412-363-4000 office @ 13:30 stated he woukld get in contact with the son of the property owner whom has POA to take care of the tree, said he has been responsive to other issues in the past and would keep me informed.
84|2015-04-23 00:00:00|14321|1|6|"Stopped at the house for follow up of the inoperable vehicle in the driveway since somebody was at the residence. Spoke with a ""Brandon"" who said the car was his and it would be taken care of. When walking away he handed me a phone and said the owner of the car wanted to speak w/ me, she said her name was Sheryl and it was her car and said she is having it removed when I asked if she had received the notice of violation. She then asked if I just go around and look for issues like this and wanted to know why it was a violation, I told her if she needed more time we could could extend the timeframe but she said it would be removed."
85|2015-04-22 00:00:00|13599|1|6|Neighbor complaint concerning various items of debris and trash scattered about the property which consist of 3 separate lots 372-P-90 & 372-P-96 for Barcellino and 372-P-120 for 4050 Miller. Notice sent to all three property owners. Viewed the property on several ocassions conditions stayed as originally viewed on 4/8/15.
86|2015-04-22 00:00:00|13541|1|6|Observed on separate ocassions starting from 4/8/15 an accumulation of rubbish and debris scattered about on the wooded portion of this lot as well as 372-P-90 and 372-P-96. Notice sent to both property owners.
87|2015-04-23 00:00:00|13876|1|6|Observed since 4/8/15 a blue Dodge Caravan with flat tires and expired registration sitting in front of the property. DOT abstract comes back to Silvana C Da Silva 8244 Aber Rd Verona, PA 15147
88|2015-04-22 00:00:00|14852|0|6|Complaint of odor of dog feces coming from the property over the weekend with the warmer weather. Went to the rear of 650 Mortimer and observed dogs in their coops at 647 highland (3 - 4 coops) with water and food bowls within reach. Not much of an odor but it was raining and colder. Will keep checking from this vantage point as the weather improves.
89|2015-04-23 00:00:00|16057|1|6|Observed several inoperable motor vehicles parked / stored on the property. Spoke with Mike Pushinsky around 10:30 regarding the issue of the vehicles. He stated he would work on getting them removed from the property. I advised him he had 60 days to have them removed.
90|2015-04-24 00:00:00|15930|1|6|Stopped and spoke with Eric Berg in regards to the collection of bagsters in the side yard and explained there is an ordinance regarding bulk containers. He said he would call the waste hauler to have them removed. Approximately 11:00am.
91|2015-04-24 00:00:00|12193|1|6|Follow up to the initial notice for the weeds and fence spoke with the occupant jackie long 412-871-0061 whom provided me with contact info for the owners.
92|2015-04-27 00:00:00|16951|1|6|Citizen complaint from the community clean up group that was cleaning the roadway along Lougeay rd, stated about excess trash in the area of this address. Observed plastic bottles and 2 or 3 tires over the hillside from this property. Stopped but nobody was home @ 11:50
93|2015-04-27 00:00:00|16001|1|6|Requested an extension on the initial 30 day notice for the expired inspection on a dump truck that is being stored in the driveway of the property. Stated they are in the process of trying to sell it on Craigslist.
94|2015-04-27 00:00:00|14724|1|6|Based upon a complaint, observed peeling, flaking paint on the exterior siding of the house on the property. Has been an ongoing complaint and notices being sent from the twp.
95|2015-04-27 00:00:00|16906|1|6|Follow up to the initial 5 day notice of rubbish and debris in the driveway and front porch area of the property.
96|2015-04-28 00:00:00|15092|1|6|Neighbor complaint that this property leaves their refuse container by the curb hidden behind a shrub. While there it was observed that rubbish in the form of leaves have accumulated along the shrubs and front port of the walkway to the home.
97|2015-04-28 00:00:00|13512|1|6|Observed rubbish placed out at the curb prior to the scheduled pick up day stopped t the home N/A 13:15
98|2015-05-01 00:00:00|15367|1|6|Based upon a complaint from DPW. Observed a refrigerator that appeared not be in operation and still had the doors attached.
99|2015-05-04 00:00:00|14722|1|6|Spoke with Kathy 412-860-9946 fiance of Nicholas Drakulic stating they are waiting on the insurance adjuster to view damage asked for some additional time to have the vehicle removed to be salvaged. I told her I'd add an additional 30 days to work towards compliance
100|2015-05-05 00:00:00|16158|1|6|Occupancy Inspection 09:30 Debbie Collins 412-609-8658 Agent.
101|2015-05-05 00:00:00|15773|1|6|Occupancy Inspection Mary Perrone 412-576-1091 11:30
102|2015-05-05 00:00:00|13689|1|6|Observed rubbish, containers and a TV at the curb prior to the scheduledpick up day. Left door tag of the violation.
103|2015-05-05 00:00:00|13160|1|6|Neighbor complaint from 840 Stevendale stating neighbor is dumping rubbish / yard trimmings over the hillside onto his property.
104|2015-05-06 00:00:00|16550|1|6|Spoke with Mr bodnar regarding the tree branches and piling them up in the paper ally staed he would dispose of the branches and move and restack the logs on his property. I gave him 60 days to comply.
105|2015-05-06 00:00:00|16588|1|6|When trying to investigate a complaint initiated by this property, I observed an unlicensed, wreck motor vehicle in the driveway and spilled rubbish on the street from their garbage cans. I spoke with diana Cochrane regarding these issues and she stated that Mocks was to tow the car since her insurance totaled the claim but she said mocks refuses to tow it out of their driveway. I gave her 45 days to comply.
106|None|15868|1|6|Observed high grass and weeds on the property.
107|2015-05-06 00:00:00|14619|1|6|Observed high grass and weeds on the property. Neighbor complained of dog feces but I did not detect any odor. Left door tag of the grass violation 10:50
108|2015-05-06 00:00:00|15755|1|6|Observed high grass and weeds on the property.
109|2015-05-06 00:00:00|15672|1|6|Based upon neighbor complaints observed a vehicle parked in the vacant lot of 172 churchill lane. DOT abstract comes back to this address , stopped at the house but nobody came to the door. 12:20
110|2015-05-07 00:00:00|14320|1|6|Observed an inoperable motor vehicle due to expired plate and inspection parked in the driveway of the property. Nobody came to the door. Left door tag with 30 day notice to abate. 11:45am.
111|2015-05-07 00:00:00|16221|1|6|Observed a white Ford Exporer NC plate #VSJ-4272 with flat tires parked in the parking lot of 200 Highland Manor Apartments.
112|2015-05-07 00:00:00|13785|1|6|Observed the refrigerator was still in the driveway, doors off but still considered as rubbish.
113|2015-05-08 00:00:00|13097|1|6|Based on neighbor complaint observed high weeds stopped at the home 10:00 nobody answered the door. Door tag left giving 5 days to cut grass. Lawrence, Neville & Lucricia
114|2015-05-08 00:00:00|13354|1|6|Observed high grass / weeds and rubbish / fire debris in the driveway.
115|2015-05-08 00:00:00|12513|1|6|Follow up to initial notice sent 3-27--15 to remove or make operable the unlicensed vehicle in the driveway.
116|2015-05-08 00:00:00|15367|0|6|None
117|2015-05-11 00:00:00|15020|1|6|Based upon a neighbor complaint of high weeds blocking the site distance of other drivers.
118|2015-05-11 00:00:00|13283|1|6|Based upon complaint observed two vehicles and a motorcycle parked in the yard area of the property in addition to high grass.
119|2015-05-11 00:00:00|16911|1|6|Observed high grass / weeds in excess of eight inches
120|2015-05-11 00:00:00|12083|1|6|Observed high grass / weeds in excess of eight inches.
121|2015-05-11 00:00:00|12940|1|6|Observed high grass / weeds in excess of eight inches.
122|2015-05-11 00:00:00|14574|1|6|Observed high grass / weeds in excess of eight inches.
123|2015-05-11 00:00:00|12713|1|6|Observed high grass / weeds in excess of eight inches.
124|2015-05-11 00:00:00|15119|1|6|Observed high grass / weeds in excess of eight inches.
125|2015-05-11 00:00:00|16821|1|6|Observed high grass / weeds in excess of eight inches.
126|2015-05-11 00:00:00|14255|1|6|Observed high / grass weeds in excess of eight inches.
127|2015-05-11 00:00:00|14728|1|6|Observed high grass / weeds in excess of eight inches.
128|2015-05-11 00:00:00|12647|1|6|Observed high grass / weeds in excess of eight inches.
129|2015-05-11 00:00:00|13836|1|6|Observed high grass / weeds in excess of eight inches. Called and spoke with Five Brothers Property Mgmt to come cut the grass at 15:30. A rep from 5 Bros said they will be out.
130|2015-05-11 00:00:00|12722|1|6|Observed high grass / weeds in excess of eight inches.
131|2015-05-11 00:00:00|13681|1|6|Follow up to the initial notice sent 4/2/15 for the gutters not being attached, observed that the grass / weeds were in excess of eight inches.
132|2015-05-11 00:00:00|12759|1|6|Observed high grass / weeds in excess of eight inches.
133|2015-05-11 00:00:00|12546|1|6|Observed high / grass in excess of eight inches.
134|2015-05-12 00:00:00|12146|1|6|Based upon complaint from Boro observed rubbish, trash, containers at the curb high grass and accumulation of rubbish.
135|2015-05-12 00:00:00|15469|1|6|Observed bags of yard trimmings at the curb prior to scheduled pick up day. Door tag left 11:05, he called in stating it wass from his neighbor at 9 Garden ter.
136|2015-05-12 00:00:00|12990|1|6|Observed high grass / weeds in excess of six inches. Door tag left 10:15
137|2015-05-12 00:00:00|12963|1|6|Observed high grass in excess of six inches on the property. Door tag left 10:40. Listed for sale by Keller Williams. Owned by Jupiter Properties 322 MALL BLVD UNIT 228 MONROEVILLE, PA 15146-2241
138|2015-05-12 00:00:00|13280|1|6|Observed grass / weeds in excess of six inches. Door tag left 10:45.
139|2015-05-12 00:00:00|12650|1|6|Observed plastic trash bags with leaves placed at the curb prior to the scheduled pick up day spoke with occupant whom said they will remove from curb until trash day.
140|2015-05-12 00:00:00|15212|1|6|Observed leaf recycle bags at the curb prior to scheduled pick up day. Spoke with occupants whom said they would remove from the curb until the scheduled pick up day. They were bring the bags in while I was still there.
141|2015-05-12 00:00:00|15281|1|6|Observed several leaf recycle bags located at the curb prior to scheduled pick up day. Door tag left 12:00
