PARID
0652M00259000000
0652M00303000000
0652M00315000000
0652M00336000000
0652M00349000000
0652M00351000000
0811C00277000000
0811C00289000000
0811C00293000000
0811C00298000000
0811C00301000000
0811M00377000000
0811M00389000000
0811M00392000000
0811M00395000000
0811M00398000000
0811R00129000000
0811R00181000000
0959H00070000000
0959H00078000000
0959H00080000000
0959H00086000000
0959H00090000000
0959H00110000000
0959H00114000000
0959H00116000000
0960J00356000000
0960J00358000000
0960J00360000000
0960J00364000000
0960K00004000000
0651E00281000000
0651E00328000000
0651E00342000000
0651E00371000000
0651E00373000000
0651E00390000000
0651E00393000000
0651E00395000000
0651E00397000000
0652A00217000000
0652A00229000000
0652A00236000000
0652K00057000000
0652P00107000000
0652P00119000000
0652P00124000000
0652P00127000000
0652P00136000000
0652P00141000000
0652P00156000000
0653D00211000000
0653D00218000000
0811S00289000000
0811S00296000000
0811S00297000000
0811S00305000000
0811S00314000000
0811S00337000000
0811S00352000000
0811S00365000000
0811S00372000000
0840M00201000000
0840M00202000000
0840M00203000000
1087H00087000000
1087H00091000000
1087H00098000000
1087H00101000000
1087H00103000000
1087H00105000000
1087H00107000000
1087H00112000000
1087H00200000000
1087H00240000000
0553P00385000000
0553P00399000000
0553R00044000000
0652G00199000000
0652L00071000000
0652L00075000000
0652L00082000000
0652L00085000000
0652L00094000000
0652L00099000000
0652L00104000000
0652L00109000000
0652P00396000000
0652R00002000000
2201D00016000000
2201D00035000000
2201E00036000000
2201E00056000000
2201E00076000000
2201E00198000000
2201E00204000000
2389K00008000000
2389M00065000000
2389N00062000000
2389P00054000000
2389P00056000000
2389S00110000000
2390J00387000000
0591S00204000000
0592E00034000000
0592E00044000000
0592E00055000000
0592E00066000000
0592E00077000000
0592E00082000000
0592E00106000000
0592E00128000000
0692A00005000000
0692A00104000000
0692A00105000000
0692A00106000000
2083H00099000000
2083H00115000000
9908X82966000000
9908X83027000000
9908X83028000000
9908X83029000000
9908X83030000000
9908X83031000000
9908X83033000000
9908X83034000000
9908X83035000000
9908X83036000000
9908X83037000000
2016P00209000000
2016P00260000000
2016P00316000000
2016P00353000000
2019P00087000000
2019P00094000000
2019P00112000000
2019P00134000000
2019P00321000000
2019P00346000000
2019P00371000000
2019P00381000000
0591G00351000000
0591G00357000000
0591G00363000000
0591G00367000000
0591G00369000000
0591K00245000000
0591K00247000000
0591K00248000000
0591K00306000000
0591K00310000000
0591K00316000000
1904H00314000000
1904H00351000000
1904L00049000000
1904M00032000000
1904M00054000000
1904M00086000000
1904M00129000000
1904M00146000000
8000T01372000000
8000T01373000000
8000T01374000000
8000T01375000000
8000T01377000000
1842B00099000000
1842B00140000000
1844N00036000000
1844N00038000000
1844N00049000000
1844N00058000000
1844N00059000000
1844N00088000000
1844N00096000000
1844N00102000000
1844N00206000000
2018G00157000000
1222N00004000000
1222N00012000000
1222P00006000000
1222P00048000000
0651A00268000000
0651A00287000000
0651A00308000000
0651A00331000000
0651A00358000000
0651A00362000000
0651A00389000000
0651A00396000000
0652M00369000000
0652M00372000000
0652S00277000000
0652S00282000000
0652S00286000000
0652S00298000000
0652S00302000000
0652S00307000000
0652S00317000000
0652S00322000000
0653H00230000000
0811R00184000000
0811R00186000000
0730L00398000001
0730L00398000002
0730L00398000003
0840H00001000000
0840H00003000000
0840H00004000000
0840H00006000000
0840H00008000000
0841E0027514RB00
0841E0027514RC00
0960K00008000000
0960K00010000000
0960K00014000000
0960K00018000000
0960K00022000001
1087D00163000000
1087D00169000000
1087D00171000000
1087D00173000000
1087D00181000000
1087D00190000000
1087D00193000000
0652A00242000000
0652A00351000000
0652A00357000000
0652A00360000000
0652A00364000000
0652E00167000000
0652E00367000000
0652E00377000000
0652F00025000000
0652F00031000000
0652F00042000000
0652F00131000000
0653D00222000000
0653D00224000000
0653D00227000000
0653D00230000000
0653D00235000000
0653D00242000000
0653H00012000000
0653H00015000000
0653H00018000000
0653H00030000000
0653H00032000000
0840M00204000000
0840M00206000000
0840M00207000000
0840M00208000000
0840M00209000000
0840M00211000000
0840M00240000000
0840M00242000000
0841J00020000100
0841J00020000200
0841J00020000300
0841J00020000400
0553R00065000000
0553R00075000000
0553R00101000000
0553R00156000000
0553R00205000000
0651F00325000000
0651F00341000000
0651F00352000000
0651F00356000000
0651F00359000000
0651F00362000000
0651F00366000000
0651F00373000000
0652R00004000000
0652R00007000000
0652R00015000000
0652R00040000000
0652R00055000000
0652R00062000000
0653G00013000000
0653G00016000000
0653G00017000000
0653G00019000000
0653G00022000000
0653G00024000000
2390N00390000000
2390N00396000000
2390P00398000000
0590D00106000000
0590D00118000000
0590D00136000000
0590D00197000000
0590D00209000000
0590D00286000000
0590D00381000000
0590R00294000000
0591B00006000000
0692A00120000000
0692A00122000000
0692A00124000000
0692A00128000000
0692A00132000000
0692A00134000000
0800B00146000000
0800B00170000000
0800B00196000000
0800B00199000000
0800B00203000000
0800B00205000000
1518J00199000000
1518J00230000000
1518J00254000000
1518K00305000100
1675A00110000000
1675A00125000001
1675C00060000000
1675C00089000000
1675D00023000000
1675D00047000000
1841B00068000000
1841B00088000000
1841B00122000000
2019R00006000000
2019R00010000000
2201K00385000000
2201L00096000000
2201L00136000000
2201L00147000000
2201L00202000000
2201L00214000000
2201L00234000000
2201L00246000000
2201L00255000000
2201L00268000000
2201L00305000000
0591K00320000000
0591K00325000000
0591K00338000000
0592K00105000000
0592K00111000000
0592K00126000000
0592K00132000000
0592K00138000000
0592K00142000000
0592K00148000000
0592K00194000000
0592K00196000000
8000T01383000000
8000T01385000000
8000T03798000000
8000T03799000000
8000T03800000000
1517A00172000000
1517A00182000000
1517A00196000000
1517A00255000000
1517A00261000000
1517A00264000000
1517A00273000000
1517A00282000000
2018G00195000000
2018G00217000000
2018G00233000000
2018G00256000000
2018G00260000000
2018G00296000000
2018G00324000000
2018G00335000000
2018G00355000000
2198G00225000000
